procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 23846376 159564 3264148    0    0     0    17 1874 1924  6  7 87  0  0  0
 1  0      0 23871860 159572 3264148    0    0     0    10 1863 1925  5  8 87  0  0  0
 1  0      0 23875300 159580 3264152    0    0     0     8 1973 1956  5  8 86  0  0  0
 2  0      0 23881416 159588 3264156    0    0     0    12 1896 1926  5  8 87  0  0  0
 3  0      0 23833888 159604 3264156    0    0     0    12 1928 1932  5  8 87  0  0  0
 1  0      0 23842044 159612 3264160    0    0     0    16 1940 1913  5  8 87  0  0  0
 1  0      0 23819576 159612 3264160    0    0     0     6 1937 1912  5  8 87  0  0  0
 1  0      0 23813344 159620 3264164    0    0     0     6 1923 1936  5  8 87  0  0  0
 1  0      0 23846336 159628 3264164    0    0     0    13 1957 1942  5  8 87  0  0  0
 1  0      0 23854520 159636 3264176    0    0     0    39 2011 1956  5  8 87  0  0  0
 1  0      0 23858640 159644 3264176    0    0     0    16 1889 1917  5  8 87  0  0  0
 1  0      0 23851712 159652 3264180    0    0     0    15 1974 1919  6  8 87  0  0  0
 1  0      0 23859840 159660 3264184    0    0     0    10 1896 1919  5  8 87  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 23832376 159668 3264188    0    0     0    10 1959 1942  5  8 86  0  0  0
 1  0      0 23876016 159676 3264188    0    0     0    15 1897 1936  5  8 87  0  0  0
 1  0      0 23821984 159684 3264196    0    0     0    16 1925 1955  5  8 87  0  0  0
 1  0      0 23824248 159692 3264196    0    0     0     8 1846 1917  5  8 87  0  0  0
 1  0      0 23786048 159700 3264204    0    0     0    10 1795 1912  5  8 87  0  0  0
 1  0      0 23851272 159708 3264204    0    0     0    14 1859 1912  5  8 87  0  0  0
 1  0      0 23830416 159716 3264208    0    0     0    13 1921 1929  5  8 87  0  0  0
 1  0      0 23915216 159724 3264208    0    0     0    10 1868 1938  5  8 87  0  0  0
 1  0      0 23816068 159732 3264212    0    0     0     6 1821 1902  6  7 87  0  0  0
 1  0      0 23832172 159740 3264212    0    0     0     8 1833 1909  5  8 87  0  0  0
 1  0      0 23877940 159748 3264216    0    0     0    17 1880 1914  5  8 87  0  0  0
 1  0      0 23800468 159764 3264224    0    0     0    42 1839 1946  5  8 87  0  0  0
 1  0      0 23844724 159772 3264224    0    0     0    12 1953 1917  5  8 86  0  0  0
 1  0      0 23899636 159780 3264228    0    0     0    14 1836 1923  5  8 87  0  0  0
 1  0      0 23946240 159780 3264232    0    0     0     7 1795 1935  5  8 87  0  0  0
 1  0      0 23867964 159788 3264232    0    0     0    10 1755 1921  5  8 87  0  0  0
 2  0      0 23806556 159796 3264232    0    0     0    11 1778 1909  5  8 87  0  0  0
 1  0      0 23817424 159804 3264236    0    0     0    13 1829 1911  5  8 87  0  0  0
 1  0      0 23876192 159812 3264236    0    0     0    15 1855 1956  6  7 87  0  0  0
 1  0      0 23869452 159820 3264240    0    0     0    19 1840 1980  5  8 87  0  0  0
 1  0      0 23822116 159828 3264240    0    0     0     6 1847 1907  5  8 87  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 2  0      0 23810608 159836 3264244    0    0     0    13 1796 1913  5  8 87  0  0  0
 1  0      0 23831816 159844 3264244    0    0     0    19 1847 1941  5  8 87  0  0  0
 1  0      0 23817448 159852 3264252    0    0     0    27 1830 1921  5  8 87  0  0  0
 1  0      0 23817792 159868 3264252    0    0     0    29 1847 1919  5  8 87  0  0  0
 1  0      0 23828396 159876 3264256    0    0     0    24 1768 1918  5  8 87  0  0  0
 1  0      0 23883044 159876 3264256    0    0     0    10 1809 1905  5  8 87  0  0  0
 1  0      0 23781008 159884 3264260    0    0     0     6 1891 1927  5  8 87  0  0  0
 1  0      0 23743848 159892 3264260    0    0     0    16 1795 1913  6  7 87  0  0  0
 1  0      0 23798268 159900 3264264    0    0     0    14 1801 1895  5  8 87  0  0  0
 1  0      0 23816072 159908 3264268    0    0     0     8 1918 1927  5  8 87  0  0  0
 1  0      0 23819428 159916 3264272    0    0     0    10 1905 1927  5  8 87  0  0  0
 1  0      0 23817724 159924 3264276    0    0     0    10 1829 1904  5  8 87  0  0  0
 1  0      0 23783192 159932 3264276    0    0     0     8 1845 1921  5  8 87  0  0  0
 1  0      0 23837860 159948 3264280    0    0     0    44 1871 1932  5  8 86  0  0  0
 2  0      0 23813980 159972 3264240    0    0     0    32 1747 1926  5  8 87  0  0  0
 2  0      0 23839260 159972 3264244    0    0     0    11 1833 1926  5  8 87  0  0  0
 1  0      0 23783748 159984 3264244    0    0     0    18 1790 1915  5  8 87  0  0  0
 1  0      0 23879160 159992 3264248    0    0     0    22 1783 1914  6  7 87  0  0  0
 1  0      0 23813668 160000 3264248    0    0     0    10 1896 1920  5  8 87  0  0  0
 1  0      0 23788932 160008 3264252    0    0     0     8 1854 1918  5  8 87  0  0  0
 2  0      0 23811764 160016 3264252    0    0     0    10 1966 1932  5  8 87  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 23825284 160024 3264256    0    0     0    11 1880 1913  5  8 87  0  0  0
 1  0      0 23869700 160032 3264256    0    0     0     8 1856 1929  5  8 87  0  0  0
 1  0      0 23897316 160040 3264260    0    0     0     7 1882 1900  5  8 87  0  0  0
 1  0      0 23817412 160048 3264260    0    0     0     8 1932 1964  5  8 86  0  0  0
 1  0      0 23805032 160056 3264264    0    0     0    12 1827 1923  5  8 87  0  0  0
 1  0      0 23751996 160072 3264264    0    0     0    31 1831 1934  5  8 87  0  0  0
 1  0      0 23828748 160080 3264268    0    0     0    14 1766 1906  6  7 87  0  0  0
 1  0      0 23826428 160088 3264268    0    0     0    19 1778 1929  5  8 87  0  0  0
 1  0      0 23811000 160088 3264272    0    0     0     5 1750 1902  5  8 87  0  0  0
 1  0      0 23771368 160096 3264272    0    0     0     6 1798 1949  5  8 87  0  0  0
 1  0      0 23831804 160104 3264276    0    0     0    44 1778 1939  5  8 87  0  0  0
 1  0      0 23859728 160112 3264280    0    0     0    17 1755 1907  5  8 87  0  0  0
 1  0      0 23798596 160120 3264280    0    0     0    11 1763 1907  5  8 87  0  0  0
 1  0      0 23783760 160128 3264284    0    0     0     5 1832 1924  5  8 87  0  0  0
 1  0      0 23756036 160136 3264284    0    0     0    10 1819 1936  5  8 86  0  0  0
 1  0      0 23794376 160144 3264288    0    0     0     8 1763 1900  5  8 87  0  0  0
 2  0      0 23776776 160152 3266464    0    0     0    24 1842 2008  6  7 87  0  0  0
 1  0      0 23765116 160160 3264296    0    0     0    16 2235 2833  5  8 86  0  0  0
 1  0      0 23862684 160168 3264296    0    0     0    10 1795 1897  5  8 87  0  0  0
 1  0      0 23881424 160176 3264300    0    0     0    11 1750 1939  5  8 87  0  0  0
 1  0      0 23798076 160188 3264312    0    0     0    26 1816 1915  5  8 87  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 23828828 160196 3264316    0    0     0     8 1765 1932  5  8 87  0  0  0
 1  0      0 23835468 160204 3264316    0    0     0    12 2189 1946  5  8 86  0  0  0
 1  0      0 23843656 160212 3264320    0    0     0    10 1740 1940  5  8 87  0  0  0
 2  0      0 23813272 160220 3264320    0    0     0    13 1770 1919  5  8 87  0  0  0
 1  0      0 23837724 160228 3264324    0    0     0     5 1793 1924  5  8 87  0  0  0
 1  0      0 23762412 160236 3264324    0    0     0     7 1803 1927  6  8 86  0  0  0
 1  0      0 23777416 160244 3264328    0    0     0     8 1734 1910  6  7 87  0  0  0
 1  0      0 23789980 160252 3264328    0    0     0    15 1829 1934  5  8 87  0  0  0
 1  0      0 23805536 160260 3264332    0    0     0     6 1824 1927  5  8 87  0  0  0
 1  0      0 23841232 160268 3264332    0    0     0    12 1810 1926  5  8 87  0  0  0
 1  0      0 23807640 160276 3264340    0    0     0    14 1732 1899  5  8 87  0  0  0
 1  0      0 23836044 160284 3264344    0    0     0    12 1876 1918  5  8 87  0  0  0
 1  0      0 23851280 160292 3264344    0    0     0     6 1857 1916  5  8 87  0  0  0
 1  0      0 23789020 160300 3264348    0    0     0     9 1847 1945  5  8 87  0  0  0
 1  0      0 23810740 160308 3264348    0    0     0    16 1846 1925  5  8 87  0  0  0
 1  0      0 23802496 160316 3264352    0    0     0    18 1864 1964  5  8 87  0  0  0
 1  0      0 23842644 160324 3264356    0    0     0    33 1901 1955  6  7 87  0  0  0
 1  0      0 23855824 160332 3264360    0    0     0    18 1869 1936  5  8 87  0  0  0
 1  0      0 23843636 160340 3264360    0    0     0    14 1870 1909  5  8 87  0  0  0
 1  0      0 23786884 160348 3264364    0    0     0    21 1850 1954  5  8 87  0  0  0
 1  0      0 23805852 160356 3264368    0    0     0    13 1820 1934  5  8 87  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 23777816 160372 3264376    0    0     0    40 4219 1989  6  8 86  0  0  0
 1  0      0 23843232 160380 3264376    0    0     0    36 1761 1895  5  8 87  0  0  0
 1  0      0 23854468 160380 3264380    0    0     0     7 1862 1936  5  8 87  0  0  0
 1  0      0 23865668 160388 3264380    0    0     0     6 1792 1922  5  8 87  0  0  0
 1  0      0 23944428 160396 3264384    0    0     0     9 1794 1933  5  8 87  0  0  0
 1  0      0 23893296 160404 3264384    0    0     0    10 1804 1909  6  7 87  0  0  0
 1  0      0 23804696 160412 3264388    0    0     0     8 1845 1925  5  8 87  0  0  0
 1  0      0 23848420 160420 3264388    0    0     0    11 1769 1916  5  8 87  0  0  0
 1  0      0 23912640 160428 3264392    0    0     0     6 1722 1876  5  8 87  0  0  0
 1  0      0 23876964 160436 3264392    0    0     0     8 1802 1908  5  8 87  0  0  0
 1  0      0 23864648 160444 3264396    0    0     0    18 1837 1942  5  8 87  0  0  0
 1  0      0 23895152 160452 3264400    0    0     0     6 1793 1907  5  8 87  0  0  0
 1  0      0 23862864 160460 3264404    0    0     0    18 1822 1924  5  8 87  0  0  0
 1  0      0 23861568 160468 3264408    0    0     0     7 1890 1953  6  8 86  0  0  0
 1  0      0 23850724 160476 3264408    0    0     0    10 1773 1844  5  8 87  0  0  0
 1  0      0 23861708 160484 3264412    0    0     0     8 1753 1894  6  7 87  0  0  0
 1  0      0 23779968 160492 3264412    0    0     0    11 1802 1940  5  8 87  0  0  0
 1  0      0 23807160 160500 3264416    0    0     0    11 1778 1935  5  8 87  0  0  0
 1  0      0 23857228 160508 3264416    0    0     0     9 1797 1933  5  8 87  0  0  0
 1  0      0 23839708 160516 3264420    0    0     0     9 1783 1930  5  8 87  0  0  0
 1  0      0 23841504 160524 3264420    0    0     0     8 1794 1868  5  8 87  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 23902688 160540 3264428    0    0     0    33 1923 1924  5  8 87  0  0  0
 1  0      0 23847276 160548 3264428    0    0     0    24 1846 1934  5  8 87  0  0  0
 1  0      0 23857200 160556 3264432    0    0     0    13 1794 1915  5  8 87  0  0  0
 1  0      0 23808532 160556 3264432    0    0     0     5 1845 1925  5  8 87  0  0  0
 1  0      0 23855844 160564 3264436    0    0     0    11 1911 1948  6  7 87  0  0  0
 1  0      0 23854996 160572 3264436    0    0     0     7 1852 1882  5  8 87  0  0  0
 1  0      0 23873816 160580 3264440    0    0     0     9 1842 1925  5  8 87  0  0  0
 1  0      0 23829356 160588 3264440    0    0     0    13 1847 1911  5  8 87  0  0  0
 1  0      0 23843340 160596 3264436    0    0     0    10 1857 1911  5  8 87  0  0  0
 1  0      0 23846148 160604 3264444    0    0     0    11 1892 1959  5  8 87  0  0  0
 1  0      0 23831576 160612 3264448    0    0     0     5 1827 1933  5  8 87  0  0  0
 2  0      0 23814232 160620 3264456    0    0     0    10 1887 1907  5  8 87  0  0  0
 1  0      0 23849768 160628 3264460    0    0     0    13 1725 1898  5  8 87  0  0  0
 1  0      0 23824588 160636 3264468    0    0     0    18 1875 1985  5  8 87  0  0  0
 1  0      0 23864048 160644 3264472    0    0     0    41 1782 1919  6  7 87  0  0  0
 1  0      0 23865428 160652 3264476    0    0     0    17 1897 1939  5  8 86  0  0  0
 1  0      0 23804876 160660 3264476    0    0     0    18 1872 1940  5  8 87  0  0  0
 1  0      0 23826596 160668 3264480    0    0     0    12 2212 1944  5  8 86  0  0  0
 1  0      0 23895416 160676 3264480    0    0     0     6 1826 1903  5  8 87  0  0  0
 3  0      0 23887540 160684 3264484    0    0     0    10 1830 1934  5  8 87  0  0  0
 1  0      0 23860268 160692 3264484    0    0     0    19 1835 1915  5  8 87  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 2  0      0 23840444 160700 3264488    0    0     0    11 1841 1925  5  8 87  0  0  0
 1  0      0 23920432 160708 3264488    0    0     0     6 1872 1922  5  8 87  0  0  0
 1  0      0 23854756 160716 3264492    0    0     0    10 1821 1900  5  8 87  0  0  0
 1  0      0 23844684 160724 3264492    0    0     0     8 1785 1896  5  8 87  0  0  0
 1  0      0 23888436 160732 3264496    0    0     0    17 1822 1923  6  7 87  0  0  0
 1  0      0 23818216 160740 3264496    0    0     0    11 1836 1910  5  8 87  0  0  0
 1  0      0 23886188 160748 3264500    0    0     0     9 1941 1900  5  8 86  0  0  0
 1  0      0 23822128 160756 3264500    0    0     0    15 1863 1918  5  8 87  0  0  0
 1  0      0 23865300 160764 3264504    0    0     0    10 1922 1949  5  8 87  0  0  0
 1  0      0 23903500 160772 3264504    0    0     0     6 1812 1915  5  8 87  0  0  0
 1  0      0 23849256 160780 3264508    0    0     0    12 1787 1925  5  8 87  0  0  0
 1  0      0 23845364 160788 3264512    0    0     0    18 1894 1920  5  8 87  0  0  0
 1  0      0 23892300 160796 3264512    0    0     0    20 1845 1964  5  8 87  0  0  0
 1  0      0 23840584 160804 3264516    0    0     0    10 1825 1948  5  8 87  0  0  0
 1  0      0 23863608 160812 3264516    0    0     0    10 1827 1907  6  7 87  0  0  0
 2  0      0 23893980 160820 3264520    0    0     0    10 1821 1902  5  8 87  0  0  0
 1  0      0 23874520 160828 3264520    0    0     0    13 1843 1926  5  8 87  0  0  0
 1  0      0 23914460 160836 3264528    0    0     0    25 1852 1904  5  8 86  0  0  0
 1  0      0 23858400 160852 3264532    0    0     0    61 1776 1888  5  8 87  0  0  0
 1  0      0 23855536 160860 3264536    0    0     0    31 1836 1935  5  8 87  0  0  0
 1  0      0 23881056 160868 3264536    0    0     0    15 1822 1909  5  8 87  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 23834976 160876 3264536    0    0     0     7 1822 1912  5  8 87  0  0  0
 1  0      0 23929052 160884 3264540    0    0     0     8 1770 1901  5  8 87  0  0  0
 1  0      0 23853936 160892 3264544    0    0     0    10 1783 1911  5  8 87  0  0  0
 1  0      0 23903828 160900 3264536    0    0     0     8 2373 1943  6  7 86  0  0  0
 1  0      0 23910928 160908 3264548    0    0     0     9 1846 1933  5  8 87  0  0  0
 1  0      0 23834892 160916 3264548    0    0     0     8 1871 1910  5  8 87  0  0  0
 1  0      0 23824964 160924 3264552    0    0     0     7 1827 1907  5  8 87  0  0  0
 1  0      0 23912992 160932 3264552    0    0     0     6 1892 1921  5  8 86  0  0  0
 1  0      0 23904244 160940 3264556    0    0     0    19 1860 1930  5  8 87  0  0  0
 1  0      0 23920644 160948 3264556    0    0     0    18 1809 1916  5  8 87  0  0  0
 1  0      0 23897784 160956 3264560    0    0     0    11 1801 1934  5  8 87  0  0  0
 1  0      0 23822060 160964 3264568    0    0     0    10 1829 1903  5  8 87  0  0  0
 1  0      0 23826964 160972 3264572    0    0     0     7 1868 1906  5  8 87  0  0  0
 1  0      0 23837296 160980 3264576    0    0     0    16 2184 2866  6  7 86  0  0  0
 1  0      0 23875484 160988 3264576    0    0     0    17 1774 1917  5  8 87  0  0  0
 1  0      0 23899988 160996 3264576    0    0     0     6 1823 1905  5  8 87  0  0  0
 1  0      0 23841892 161004 3264580    0    0     0    10 1817 1931  5  8 87  0  0  0
 1  0      0 23788388 161012 3264584    0    0     0     8 1830 1901  5  8 87  0  0  0
 1  0      0 23833584 161020 3264584    0    0     0    10 1778 1897  5  8 87  0  0  0
 2  2      0 23864492 161024 3264584    0    0     0     6 1845 1923  5  8 87  0  0  0
 1  0      0 23897460 161028 3264588    0    0     0     9 1806 1900  5  8 87  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
